application_id,age,income,employment_length,loan_amount,loan_duration_months,collateral_value,collateral_type,co_loaners,credit_score,existing_debt,assets_owned,DTI,LTV,CCR,ITI,CWI,session_flagged,created_at,employment_years,debt_to_income,credit_history_length,num_delinquencies,current_loans,requested_amount,loan_term_months,score,decision,top_feature,explanation,rule_reasons,proposed_loan_option,proposed_consolidation_loan
APP_0167,39,60284,0,50341,36,94344,land,0,848,3056,221845,0.050693384646008,0.5335898414313519,1.874098647225882,0.0231962230620437,0.8297876282835341,False,:47:29,0,0.050693384646008,17,0,0,50341,36,1.0,approved,credit_score_vs_dti,Score=1.000 with DTI=0.05 and CS=848,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}","{""type"": ""standard"", ""amount"": 50341.0, ""term_months"": 36, ""apr"": 0.1, ""est_monthly"": 1538.2}",
APP_0168,37,31156,21,50042,24,88713,deposit,0,720,19925,123532,0.6395236872512312,0.5640886904963132,1.7727708724670923,0.066923973977609,0.2785655947065978,False,:47:29,21,0.6395236872512312,20,2,1,50042,24,1.0,approved,credit_score_vs_dti,Score=1.000 with DTI=0.64 and CS=720,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}","{""type"": ""standard"", ""amount"": 50042.0, ""term_months"": 24, ""apr"": 0.1, ""est_monthly"": 2293.59}",
APP_0169,59,25884,25,19052,12,178379,house,0,428,34958,234153,1.3505640550146287,0.1068062944629126,9.36274406886367,0.0613377633493393,0.0,False,:47:29,25,1.3505640550146287,24,0,3,19052,12,3.400723845133345e-75,denied,credit_score_vs_dti,Score=0.000 with DTI=1.35 and CS=428,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",,"{""type"": ""consolidation"", ""consolidate_amount"": 34958.0, ""term_months"": 48, ""apr"": 0.14, ""est_monthly"": 830.25, ""secured_by"": ""collateral""}"
APP_0170,25,71701,28,26431,36,192168,car,0,719,49519,105486,0.6906319298196582,0.1375411098622032,7.270553516703595,0.0102396681276975,0.800451727355429,False,:47:29,28,0.6906319298196582,2,0,4,26431,36,1.0,approved,credit_score_vs_dti,Score=1.000 with DTI=0.69 and CS=719,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}","{""type"": ""standard"", ""amount"": 26431.0, ""term_months"": 36, ""apr"": 0.1, ""est_monthly"": 807.61}",
APP_0171,53,140727,12,14048,24,192768,land,1,357,42685,88569,0.3033177712876683,0.0728751660026556,13.7220956719808,0.0041593534524927,1.9377341869314613,False,:47:29,12,0.3033177712876683,25,0,3,14048,24,9.551321841679016e-96,denied,credit_score_vs_dti,Score=0.000 with DTI=0.30 and CS=357,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",,"{""type"": ""consolidation"", ""consolidate_amount"": 42685.0, ""term_months"": 36, ""apr"": 0.12, ""est_monthly"": 1327.98, ""secured_by"": ""collateral""}"
APP_0172,53,90469,3,59383,24,152376,deposit,0,564,6860,140803,0.0758270788889003,0.3897136031921012,2.5659868986073024,0.0273496077834788,1.4472426865076438,False,:47:29,3,0.0758270788889003,26,1,1,59383,24,3.416433734852139e-21,denied,credit_score_vs_dti,Score=0.000 with DTI=0.08 and CS=564,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",,"{""type"": ""consolidation"", ""consolidate_amount"": 6860.0, ""term_months"": 36, ""apr"": 0.12, ""est_monthly"": 213.42, ""secured_by"": ""collateral""}"
APP_0173,37,136693,8,38332,24,104597,house,0,644,49386,291098,0.3612913609328908,0.3664732258095321,2.7287123030365565,0.0116843339936946,1.10414348241107,False,:47:29,8,0.3612913609328908,20,0,2,38332,24,0.9999938200931076,approved,credit_score_vs_dti,Score=1.000 with DTI=0.36 and CS=644,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}","{""type"": ""standard"", ""amount"": 38332.0, ""term_months"": 24, ""apr"": 0.1, ""est_monthly"": 1756.88}",
APP_0174,32,37708,25,58748,12,111844,land,0,551,32676,174700,0.8665535164951506,0.5252673366474685,1.9037924695308448,0.1298309819205093,0.1206079268770585,False,:47:29,25,0.8665535164951506,12,1,4,58748,12,2.3354887048704554e-27,denied,credit_score_vs_dti,Score=0.000 with DTI=0.87 and CS=551,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",,"{""type"": ""consolidation"", ""consolidate_amount"": 32676.0, ""term_months"": 48, ""apr"": 0.14, ""est_monthly"": 776.06, ""secured_by"": ""collateral""}"
APP_0175,21,36665,26,61022,48,196257,car,0,684,8978,121270,0.2448656757125257,0.3109290369260699,3.216167939431628,0.0346731669614113,1.561023408260854,False,:47:29,26,0.2448656757125257,8,0,1,61022,48,1.0,approved,credit_score_vs_dti,Score=1.000 with DTI=0.24 and CS=684,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}","{""type"": ""standard"", ""amount"": 61022.0, ""term_months"": 48, ""apr"": 0.1, ""est_monthly"": 1398.42}",
APP_0176,62,129182,19,71690,72,62631,house,0,432,22436,143927,0.173677447322381,1.1446408328144029,0.8736364904449592,0.0077076871733725,0.0,False,:47:29,19,0.173677447322381,18,0,0,71690,72,2.201787830622581e-65,denied,credit_score_vs_dti,Score=0.000 with DTI=0.17 and CS=432,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",,
APP_0177,62,38342,3,56968,60,74567,land,0,633,45894,94452,1.196964164623619,0.7639840680193548,1.3089278191265044,0.0247630970385169,0.0,False,:47:29,3,1.196964164623619,20,0,3,56968,60,0.9996993767201774,approved,credit_score_vs_dti,Score=1.000 with DTI=1.20 and CS=633,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}","{""type"": ""standard"", ""amount"": 56968.0, ""term_months"": 60, ""apr"": 0.1, ""est_monthly"": 1044.41}",
APP_0178,31,31495,3,66555,36,180223,car,2,654,19645,201038,0.6237498015557827,0.3692924876403102,2.7078807001727485,0.0586997936164022,0.642590452359053,False,:47:29,3,0.6237498015557827,9,0,4,66555,36,0.9999999995145641,approved,credit_score_vs_dti,Score=1.000 with DTI=0.62 and CS=654,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}","{""type"": ""standard"", ""amount"": 66555.0, ""term_months"": 36, ""apr"": 0.1, ""est_monthly"": 2033.62}",
APP_0179,22,75511,14,60779,36,82173,land,1,648,9181,111623,0.1215849346452818,0.7396468426368669,1.3519965777653244,0.0223584054708404,0.3091990968623896,False,:47:29,14,0.1215849346452818,20,0,4,60779,36,0.9999999997881814,approved,credit_score_vs_dti,Score=1.000 with DTI=0.12 and CS=648,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}","{""type"": ""standard"", ""amount"": 60779.0, ""term_months"": 36, ""apr"": 0.1, ""est_monthly"": 1857.14}",
APP_0180,26,140605,17,66981,24,53138,car,1,459,43754,170775,0.3111838128089306,1.2605103692272712,0.7933294516355266,0.019849045196712,0.0,False,:47:29,17,0.3111838128089306,5,0,2,66981,24,2.584691694592794e-56,denied,credit_score_vs_dti,Score=0.000 with DTI=0.31 and CS=459,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",,"{""type"": ""consolidation"", ""consolidate_amount"": 43754.0, ""term_months"": 36, ""apr"": 0.12, ""est_monthly"": 1361.24, ""secured_by"": ""collateral""}"
APP_0181,23,111172,0,63581,12,115610,deposit,0,467,47648,117247,0.4285971287734283,0.5499610760314804,1.8183105015649044,0.0476596325174062,0.4675849701490563,False,:47:29,0,0.4285971287734283,7,0,2,63581,12,5.499206183134003e-54,denied,credit_score_vs_dti,Score=0.000 with DTI=0.43 and CS=467,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",,"{""type"": ""consolidation"", ""consolidate_amount"": 47648.0, ""term_months"": 36, ""apr"": 0.12, ""est_monthly"": 1482.38, ""secured_by"": ""collateral""}"
APP_0182,57,37389,20,35040,48,70465,house,0,441,48779,103007,1.3046350530904465,0.4972681473071667,2.010987442922317,0.0195244590650932,0.0,False,:47:29,20,1.3046350530904465,0,0,2,35040,48,1.3647360234985369e-66,denied,credit_score_vs_dti,Score=0.000 with DTI=1.30 and CS=441,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",,"{""type"": ""consolidation"", ""consolidate_amount"": 48779.0, ""term_months"": 48, ""apr"": 0.14, ""est_monthly"": 1158.5, ""secured_by"": ""collateral""}"
APP_0183,60,129641,16,28397,48,179047,deposit,1,553,47785,291368,0.3685948118265026,0.1586008143113252,6.305137866675835,0.0045634032956729,1.5937914335063552,False,:47:29,16,0.3685948118265026,8,0,0,28397,48,7.026701250273602e-29,denied,credit_score_vs_dti,Score=0.000 with DTI=0.37 and CS=553,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",,
APP_0184,27,130446,0,79806,12,182540,house,0,622,43642,110261,0.3345598945157357,0.4371973266133426,2.287296694484095,0.050982782143153,0.8566188481670529,False,:47:29,0,0.3345598945157357,6,0,2,79806,12,0.99819034533473,approved,credit_score_vs_dti,Score=0.998 with DTI=0.33 and CS=622,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}","{""type"": ""standard"", ""amount"": 79806.0, ""term_months"": 12, ""apr"": 0.1, ""est_monthly"": 7315.55}",
APP_0185,53,125087,2,37556,36,66753,land,0,499,22724,30450,0.1816655607697028,0.5626114182134052,1.777425710938285,0.0083399731562291,0.6361942332039304,False,:47:29,2,0.1816655607697028,24,1,1,37556,36,8.531632462377821e-43,denied,credit_score_vs_dti,Score=0.000 with DTI=0.18 and CS=499,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",,"{""type"": ""consolidation"", ""consolidate_amount"": 22724.0, ""term_months"": 36, ""apr"": 0.12, ""est_monthly"": 706.97, ""secured_by"": ""collateral""}"
APP_0186,28,137831,13,57168,24,109672,car,0,525,9615,119791,0.0697593429634837,0.5212634036034673,1.9184158970052845,0.0172820337942896,0.8543478074630019,False,:47:29,13,0.0697593429634837,26,0,1,57168,24,2.0024061661790578e-33,denied,credit_score_vs_dti,Score=0.000 with DTI=0.07 and CS=525,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",,"{""type"": ""consolidation"", ""consolidate_amount"": 9615.0, ""term_months"": 36, ""apr"": 0.12, ""est_monthly"": 299.13, ""secured_by"": ""collateral""}"
APP_0187,37,54984,21,23712,24,196926,car,1,457,30857,164321,0.5611996217081231,0.1204107126534834,8.304908906882241,0.017968863668682,1.1578923360874016,False,:47:29,21,0.5611996217081231,26,0,4,23712,24,5.373238553689779e-63,denied,credit_score_vs_dti,Score=0.000 with DTI=0.56 and CS=457,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",,"{""type"": ""consolidation"", ""consolidate_amount"": 30857.0, ""term_months"": 36, ""apr"": 0.12, ""est_monthly"": 960.0, ""secured_by"": ""collateral""}"
APP_0188,47,147446,24,45984,60,150525,house,0,420,11039,37445,0.0748680872997566,0.3054907822620807,3.2734211899790524,0.0051978351395576,1.927537922981493,False,:47:29,24,0.0748680872997566,29,1,0,45984,60,5.3546625507330295e-70,denied,credit_score_vs_dti,Score=0.000 with DTI=0.07 and CS=420,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",,
APP_0189,52,65087,12,55318,48,49400,land,1,661,23657,98648,0.3634673590732348,1.1197975708501795,0.8930185473082741,0.017706428830785,0.0,False,:47:29,12,0.3634673590732348,18,0,3,55318,48,0.9999999999999891,approved,credit_score_vs_dti,Score=1.000 with DTI=0.36 and CS=661,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}","{""type"": ""standard"", ""amount"": 55318.0, ""term_months"": 48, ""apr"": 0.1, ""est_monthly"": 1267.7}",
APP_0190,59,125253,8,64471,48,121423,house,1,748,32803,58158,0.2618939266923725,0.5309620088451074,1.8833739200570507,0.0107234623785884,0.6520236553956933,False,:47:29,8,0.2618939266923725,13,0,3,64471,48,1.0,approved,credit_score_vs_dti,Score=1.000 with DTI=0.26 and CS=748,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}","{""type"": ""standard"", ""amount"": 64471.0, ""term_months"": 48, ""apr"": 0.1, ""est_monthly"": 1477.46}",
APP_0191,22,97420,29,55005,60,127018,land,0,459,47328,155188,0.4858140012317749,0.4330488592168005,2.309208253795068,0.0094102853621916,0.6731765535732342,False,:47:29,29,0.4858140012317749,17,0,4,55005,60,2.0868688093537e-58,denied,credit_score_vs_dti,Score=0.000 with DTI=0.49 and CS=459,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",,"{""type"": ""consolidation"", ""consolidate_amount"": 47328.0, ""term_months"": 36, ""apr"": 0.12, ""est_monthly"": 1472.43, ""secured_by"": ""collateral""}"
APP_0192,29,122434,13,39262,72,133460,land,1,773,14454,219703,0.1180554421157512,0.294185523752433,3.3992155264631605,0.0044538735608407,1.8674677086073888,False,:47:29,13,0.1180554421157512,11,0,1,39262,72,1.0,approved,credit_score_vs_dti,Score=1.000 with DTI=0.12 and CS=773,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}","{""type"": ""standard"", ""amount"": 39262.0, ""term_months"": 72, ""apr"": 0.1, ""est_monthly"": 599.84}",
APP_0193,33,103477,9,96368,60,12802,deposit,0,614,12595,290859,0.12171786967152,7.52757381659057,0.132844927776854,0.0155216457116706,0.0,False,:47:29,9,0.12171786967152,14,0,1,96368,60,0.05278260843829039,denied,credit_score_vs_dti,Score=0.053 with DTI=0.12 and CS=614,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",,"{""type"": ""consolidation"", ""consolidate_amount"": 12595.0, ""term_months"": 36, ""apr"": 0.12, ""est_monthly"": 391.84, ""secured_by"": ""collateral""}"
APP_0194,34,105310,13,53710,48,65481,land,0,392,36736,122838,0.3488367676383976,0.820237931613738,1.219158443492809,0.010625375874181,0.1427079204641372,False,:47:29,13,0.3488367676383976,8,0,4,53710,48,4.30991332902986e-81,denied,credit_score_vs_dti,Score=0.000 with DTI=0.35 and CS=392,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",,"{""type"": ""consolidation"", ""consolidate_amount"": 36736.0, ""term_months"": 36, ""apr"": 0.12, ""est_monthly"": 1142.9, ""secured_by"": ""collateral""}"
APP_0195,64,102035,0,81788,72,172085,car,0,501,322,260344,0.003155779879453,0.4752767527675249,2.10403726708072,0.0111328901301382,1.1005531684871177,False,:47:29,0,0.003155779879453,20,0,0,81788,72,2.658400680207737e-43,denied,credit_score_vs_dti,Score=0.000 with DTI=0.00 and CS=501,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",,
APP_0196,55,122374,9,74987,36,54343,land,2,304,28321,72216,0.231429878895842,1.3798833336400018,0.724698947817612,0.0170213625620176,0.0,False,:47:29,9,0.231429878895842,28,0,0,74987,36,3.041327854371061e-109,denied,credit_score_vs_dti,Score=0.000 with DTI=0.23 and CS=304,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",,
APP_0197,35,117380,15,58040,72,65541,deposit,0,321,37295,236344,0.3177287442494435,0.8855525548892924,1.1292384562370583,0.0068675337459525,0.0881756838281433,False,:47:29,15,0.3177287442494435,4,0,3,58040,72,3.546167404549544e-107,denied,credit_score_vs_dti,Score=0.000 with DTI=0.32 and CS=321,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",,"{""type"": ""consolidation"", ""consolidate_amount"": 37295.0, ""term_months"": 36, ""apr"": 0.12, ""est_monthly"": 1160.29, ""secured_by"": ""collateral""}"
APP_0198,63,41819,27,89208,60,69918,car,0,484,27545,173174,0.658671895549854,1.275894619411292,0.7837637880010673,0.0355532174364567,0.0,False,:47:29,27,0.658671895549854,1,0,2,89208,60,2.6818020098981935e-48,denied,credit_score_vs_dti,Score=0.000 with DTI=0.66 and CS=484,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",,"{""type"": ""consolidation"", ""consolidate_amount"": 27545.0, ""term_months"": 48, ""apr"": 0.14, ""est_monthly"": 654.19, ""secured_by"": ""collateral""}"
APP_0199,42,128256,22,17185,48,42058,house,0,549,19197,229870,0.1496772080838311,0.4086024062009509,2.4473668897292726,0.002791454850657,1.2307290546016865,False,:47:29,22,0.1496772080838311,11,0,2,17185,48,1.6415187242222335e-29,denied,credit_score_vs_dti,Score=0.000 with DTI=0.15 and CS=549,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",,"{""type"": ""consolidation"", ""consolidate_amount"": 19197.0, ""term_months"": 36, ""apr"": 0.12, ""est_monthly"": 597.24, ""secured_by"": ""collateral""}"
APP_0200,43,92008,23,92500,72,37844,deposit,0,738,41427,229106,0.4502543257108028,2.4442447944191303,0.4091243243243199,0.013963157792848,0.0,False,:47:29,23,0.4502543257108028,12,0,2,92500,72,1.0,approved,credit_score_vs_dti,Score=1.000 with DTI=0.45 and CS=738,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}","{""type"": ""standard"", ""amount"": 92500.0, ""term_months"": 72, ""apr"": 0.1, ""est_monthly"": 1413.19}",
